# Wavelength(micron)  Throughput
0.70      0.0
0.71      0.024     
0.72      0.232     
0.73      0.555     
0.74      0.785     
0.75      0.91
0.76      0.965     
0.77      0.985     
0.78      0.99
0.79      0.995     
0.80      1.0
0.81      1.0
0.82      0.99
0.83      0.98
0.84      0.95
0.85      0.91
0.86      0.86
0.87      0.75
0.88      0.56
0.89      0.33
0.90      0.15
0.91      0.03
0.92      0.0
