# Wavelength(micron)  Throughput
0.47       0.000
0.48       0.030
0.49       0.163 
0.50       0.458 
0.51       0.780
0.52       0.967 
0.53       1.000
0.54       0.973 
0.55       0.898 
0.56       0.792 
0.57       0.684 
0.58       0.574 
0.59       0.461 
0.60       0.359 
0.61       0.270
0.62       0.197 
0.63       0.135 
0.64       0.081 
0.65       0.045 
0.66       0.025 
0.67       0.017 
0.68       0.013 
0.69       0.009 
0.70       0.000
